_group,_name,_thesaurus,_namespace,_qualName,_dc:relation,_dc:description,_comments,_examples,_required,_type
Location,footprintSRS,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/footprintSRS,https://dwc.tdwg.org/terms/#dwc:footprintSRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geometry given in dwc:footprintWKT is based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`. It is also permitted to provide the SRS in Well-Known-Text, especially if no EPSG code provides the necessary values for the attributes of the SRS. Do not use this term to describe the SRS of the dwc:decimalLatitude and dwc:decimalLongitude, nor of any verbatim coordinates - use the dwc:geodeticDatum and dwc:verbatimSRS instead. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`epsg:4326`; `GEOGCS[""GCS_WGS_1984"", DATUM[""D_WGS_1984"", SPHEROID[""WGS_1984"",6378137,298.257223563]], PRIMEM[""Greenwich"",0], UNIT[""Degree"",0.0174532925199433]]` (WKT for the standard WGS84 Spatial Reference System EPSG:4326)",false,
Location,footprintSpatialFit,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/footprintSpatialFit,https://dwc.tdwg.org/terms/#dwc:footprintSpatialFit,"The ratio of the area of the dwc:footprintWKT to the area of the true (original, or most specific) spatial representation of the dcterms:Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given dwc:footprintWKT does not completely contain the original representation. The dwc:footprintSpatialFit is undefined (and should be left empty) if the original representation is any geometry without area (e.g., a point or polyline) and without uncertainty and the given georeference is not that same geometry (without uncertainty). If both the original and the given georeference are the same point, the dwc:footprintSpatialFit is 1.","Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853).",`0`; `1`; `1.5708`,false,decimal
Location,georeferencedBy,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/georeferencedBy,https://dwc.tdwg.org/terms/#dwc:georeferencedBy,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the dcterms:Location.","Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Brad Millen (ROM)`; `Kristina Yamamoto | Janet Fang`,false,
Location,georeferencedDate,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/georeferencedDate,https://dwc.tdwg.org/terms/#dwc:georeferencedDate,The date on which the dcterms:Location was georeferenced.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 8:40am UTC); `2018-08-29T15:19` (3:19pm local time on 29 August 2018); `1809-02-12` (some time during 12 February 1809); `1906-06` (some time in June 1906); `1971` (some time in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC); `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909); `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007),false,
Location,georeferenceProtocol,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/georeferenceProtocol,https://dwc.tdwg.org/terms/#dwc:georeferenceProtocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)`",false,
Location,georeferenceSources,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/georeferenceSources,https://dwc.tdwg.org/terms/#dwc:georeferenceSources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the dcterms:Location, described specifically enough to allow anyone in the future to use the same resources.","Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`https://www.geonames.org/`; `USGS 1:24000 Florence Montana Quad 1967 | Terrametrics 2008 on Google Earth`; `GeoLocate`,false,
Location,georeferenceRemarks,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/georeferenceRemarks,https://dwc.tdwg.org/terms/#dwc:georeferenceRemarks,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in dwc:georeferenceProtocol.",,`Assumed distance by road (Hwy. 101)`,false,
GeologicalContext,geologicalContextID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/geologicalContextID,https://dwc.tdwg.org/terms/#dwc:geologicalContextID,"An identifier for the set of information associated with a dwc:GeologicalContext (the location within a geological context, such as stratigraphy). May be a global unique identifier or an identifier specific to the data set.",,`https://opencontext.org/subjects/e54377f7-4452-4315-b676-40679b10c4d9`,false,
GeologicalContext,earliestEonOrLowestEonothem,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,https://dwc.tdwg.org/terms/#dwc:earliestEonOrLowestEonothem,"The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.",,`Phanerozoic`; `Proterozoic`,false,
GeologicalContext,latestEonOrHighestEonothem,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem,https://dwc.tdwg.org/terms/#dwc:latestEonOrHighestEonothem,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.",,`Phanerozoic`; `Proterozoic`,false,
GeologicalContext,earliestEraOrLowestErathem,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,https://dwc.tdwg.org/terms/#dwc:earliestEraOrLowestErathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Cenozoic`; `Mesozoic`,false,
GeologicalContext,latestEraOrHighestErathem,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,https://dwc.tdwg.org/terms/#dwc:latestEraOrHighestErathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Cenozoic`; `Mesozoic`,false,
GeologicalContext,earliestPeriodOrLowestSystem,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,https://dwc.tdwg.org/terms/#dwc:earliestPeriodOrLowestSystem,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Neogene`; `Tertiary`; `Quaternary`,false,
GeologicalContext,latestPeriodOrHighestSystem,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,https://dwc.tdwg.org/terms/#dwc:latestPeriodOrHighestSystem,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Neogene`; `Tertiary`; `Quaternary`,false,
GeologicalContext,earliestEpochOrLowestSeries,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,https://dwc.tdwg.org/terms/#dwc:earliestEpochOrLowestSeries,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Holocene`; `Pleistocene`; `Ibexian Series`,false,
GeologicalContext,latestEpochOrHighestSeries,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,https://dwc.tdwg.org/terms/#dwc:latestEpochOrHighestSeries,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Holocene`; `Pleistocene`; `Ibexian Series`,false,
GeologicalContext,earliestAgeOrLowestStage,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,https://dwc.tdwg.org/terms/#dwc:earliestAgeOrLowestStage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Atlantic`; `Boreal`; `Skullrockian`,false,
GeologicalContext,latestAgeOrHighestStage,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,https://dwc.tdwg.org/terms/#dwc:latestAgeOrHighestStage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Atlantic`; `Boreal`; `Skullrockian`,false,
GeologicalContext,lowestBiostratigraphicZone,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone,https://dwc.tdwg.org/terms/#dwc:lowestBiostratigraphicZone,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Maastrichtian`,false,
GeologicalContext,highestBiostratigraphicZone,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone,https://dwc.tdwg.org/terms/#dwc:highestBiostratigraphicZone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Blancan`,false,
GeologicalContext,lithostratigraphicTerms,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms,https://dwc.tdwg.org/terms/#dwc:lithostratigraphicTerms,The combination of all litho-stratigraphic names for the rock from which the dwc:MaterialEntity was collected.,,`Pleistocene-Weichselien`,false,
GeologicalContext,group,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/group,https://dwc.tdwg.org/terms/#dwc:group,The full name of the lithostratigraphic group from which the dwc:MaterialEntity was collected.,,`Bathurst`; `Lower Wealden`,false,
GeologicalContext,formation,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/formation,https://dwc.tdwg.org/terms/#dwc:formation,The full name of the lithostratigraphic formation from which the dwc:MaterialEntity was collected.,,`Notch Peak Formation`; `House Limestone`; `Fillmore Formation`,false,
GeologicalContext,member,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/member,https://dwc.tdwg.org/terms/#dwc:member,The full name of the lithostratigraphic member from which the dwc:MaterialEntity was collected.,,`Lava Dam Member`; `Hellnmaria Member`,false,
GeologicalContext,bed,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/bed,https://dwc.tdwg.org/terms/#dwc:bed,The full name of the lithostratigraphic bed from which the dwc:MaterialEntity was collected.,,`Harlem coal`,false,
Identification,identificationID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/identificationID,https://dwc.tdwg.org/terms/#dwc:identificationID,An identifier for the dwc:Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,,`9992`,false,
Identification,verbatimIdentification,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimIdentification,https://dwc.tdwg.org/terms/#dwc:verbatimIdentification,A string representing the taxonomic identification as it appeared in the original record.,"This term is meant to allow the capture of an unaltered original identification/determination, including identification qualifiers, hybrid formulas, uncertainties, etc. This term is meant to be used in addition to dwc:scientificName (and dwc:identificationQualifier etc.), not instead of it.",`Peromyscus sp.`; `Ministrymon sp. nov. 1`; `Anser anser × Branta canadensis`; `Pachyporidae?`; `Potentilla × pantotricha Soják`; `Aconitum pilipes × A. variegatum`; `Lepomis auritus x cyanellus`,false,
Identification,identificationQualifier,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/identificationQualifier,https://dwc.tdwg.org/terms/#dwc:identificationQualifier,"A brief phrase or a standard term (""cf."", ""aff."") to express the determiner's doubts about the dwc:Identification.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`aff. agrifolia var. oxyadenia` (for `Quercus aff. agrifolia var. oxyadenia` with accompanying values `Quercus` in genus, `agrifolia`  in specificEpithet, `oxyadenia`  in infraspecificEpithet, and `var.` in taxonRank); `cf. var. oxyadenia` (for `Quercus agrifolia cf. var. oxyadenia` with accompanying values `Quercus` in genus, `agrifolia` in specificEpithet, `oxyadenia` in infraspecificEpithet, and `var.` in taxonRank)",false,
Identification,typeStatus,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/typeStatus,https://dwc.tdwg.org/terms/#dwc:typeStatus,"A list (concatenated and separated) of nomenclatural types (type status, typified scientific name, publication) applied to the subject.","Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`holotype of Ctenomys sociabilis. Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388`; `holotype of Pinus abies | holotype of Picea abies`",false,
Identification,identifiedBy,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/identifiedBy,https://dwc.tdwg.org/terms/#dwc:identifiedBy,"A list (concatenated and separated) of names of people, groups, or organizations who assigned the dwc:Taxon to the subject.","Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`James L. Patton`; `Theodore Pappenfuss | Robert Macey`,false,
Identification,identifiedByID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/identifiedByID,https://dwc.tdwg.org/terms/#dwc:identifiedByID,"A list (concatenated and separated) of the globally unique identifier for the person, people, groups, or organizations responsible for assigning the dwc:Taxon to the subject.","Recommended best practice is to provide a single identifier that disambiguates the details of the identifying agent. If a list is used, the order of the identifiers on the list should not be assumed to convey any semantics. Recommended best practice is to separate the values in a list with space vertical bar space (` | `).",`https://orcid.org/0000-0002-1825-0097` (for an individual); `https://orcid.org/0000-0002-1825-0097 | https://orcid.org/0000-0002-1825-0098` (for a list of people),false,
Identification,dateIdentified,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/dateIdentified,https://dwc.tdwg.org/terms/#dwc:dateIdentified,The date on which the subject was determined as representing the dwc:Taxon.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 8:40am UTC); `2018-08-29T15:19` (3:19pm local time on 29 August 2018); `1809-02-12` (some time during 12 February 1809); `1906-06` (some time in June 1906); `1971` (some time in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC); `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909); `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007),false,
Identification,identificationReferences,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/identificationReferences,https://dwc.tdwg.org/terms/#dwc:identificationReferences,"A list (concatenated and separated) of references (publication, global unique identifier, URI) used in the dwc:Identification.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Aves del Noroeste Patagonico. Christie et al. 2004.`; `Stebbins, R. Field Guide to Western Reptiles and Amphibians. 3rd Edition. 2003. | Irschick, D.J. and Shaffer, H.B. (1997). The polytypic species revisited: Morphological differentiation among tiger salamanders (Ambystoma tigrinum) (Amphibia: Caudata). Herpetologica, 53(1), 30-49.`",false,
Identification,identificationVerificationStatus,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/identificationVerificationStatus,https://dwc.tdwg.org/terms/#dwc:identificationVerificationStatus,A categorical indicator of the extent to which the taxonomic identification has been verified to be correct.,"Recommended best practice is to use a controlled vocabulary such as that used in HISPID and ABCD. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`0` (""unverified"" in HISPID/ABCD).",false,
Identification,identificationRemarks,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/identificationRemarks,https://dwc.tdwg.org/terms/#dwc:identificationRemarks,Comments or notes about the dwc:Identification.,,`Distinguished between Anthus correndera and Anthus hellmayri based on the comparative lengths of the uñas.`,false,
Taxon,taxonID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/taxonID,https://dwc.tdwg.org/terms/#dwc:taxonID,An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.,,`8fa58e08-08de-4ac1-b69c-1235340b7001`; `32567`; `https://www.gbif.org/species/212`,false,
Taxon,scientificNameID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/scientificNameID,https://dwc.tdwg.org/terms/#dwc:scientificNameID,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,,`urn:lsid:ipni.org:names:37829-1:1.3`,false,
Taxon,acceptedNameUsageID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/acceptedNameUsageID,https://dwc.tdwg.org/terms/#dwc:acceptedNameUsageID,An identifier for the name usage (documented meaning of the name according to a source) of the currently valid (zoological) or accepted (botanical) taxon.,This term should be used for synonyms or misapplied names to refer to the dwc:taxonID of a dwc:Taxon record that represents the accepted (botanical) or valid (zoological) name. For Darwin Core Archives the related record should be present locally in the same archive.,`tsn:41107` (ITIS); `urn:lsid:ipni.org:names:320035-2` (IPNI); `2704179` (GBIF); `6W3C4` (COL),false,
Taxon,parentNameUsageID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/parentNameUsageID,https://dwc.tdwg.org/terms/#dwc:parentNameUsageID,"An identifier for the name usage (documented meaning of the name according to a source) of the direct, most proximate higher-rank parent taxon (in a classification) of the most specific element of the dwc:scientificName.",This term should be used for accepted names to refer to the dwc:taxonID of a dwc:Taxon record that represents the next higher taxon rank in the same taxonomic classification. For Darwin Core Archives the related record should be present locally in the same archive.,`tsn:41074` (ITIS); `urn:lsid:ipni.org:names:30001404-2` (IPNI); `2704173` (GBIF); `6T8N` (COL),false,
Taxon,originalNameUsageID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/originalNameUsageID,https://dwc.tdwg.org/terms/#dwc:originalNameUsageID,An identifier for the name usage (documented meaning of the name according to a source) in which the terminal element of the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,"This term should be used to refer to the dwc:taxonID of a dwc:Taxon record that represents the usage of the terminal element of the dwc:scientificName as originally established under the rules of the associated dwc:nomenclaturalCode. For example, for names governed by the ICNafp, this term would establish the relationship between a record representing a subsequent combination and the record for its corresponding basionym. Unlike basionyms, however, this term can apply to scientific names at all ranks. For Darwin Core Archives the related record should be present locally in the same archive.",`tsn:41107` (ITIS); `urn:lsid:ipni.org:names:320035-2` (IPNI); `2704179` (GBIF); `6W3C4` (COL),false,
Taxon,nameAccordingToID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/nameAccordingToID,https://dwc.tdwg.org/terms/#dwc:nameAccordingToID,An identifier for the source in which the specific taxon concept circumscription is defined or implied. See dwc:nameAccordingTo.,,`https://doi.org/10.1016/S0269-915X(97)80026-2`,false,
Taxon,namePublishedInID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/namePublishedInID,https://dwc.tdwg.org/terms/#dwc:namePublishedInID,An identifier for the publication in which the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,"A citation of the first publication of the name in its given combination, not the basionym / original name. Recombinations are often not published in zoology, in which case dwc:namePublishedInID should be empty.",,false,
Taxon,taxonConceptID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/taxonConceptID,https://dwc.tdwg.org/terms/#dwc:taxonConceptID,An identifier for the taxonomic concept to which the record refers - not for the nomenclatural details of a dwc:Taxon.,,`8fa58e08-08de-4ac1-b69c-1235340b7001`,false,
Taxon,scientificName,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/scientificName,https://dwc.tdwg.org/terms/#dwc:scientificName,"The full scientific name, with authorship and date information if known. When forming part of a dwc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:identificationQualifier term.","This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term. When applied to an Organism or Occurrence, this term should be used to represent the scientific name that was applied to the associated Organism in accordance with the Taxon to which it was or is currently identified. Names should be compliant to the most recent nomenclatural code. For example, names of hybrids for algae, fungi and plants should follow the rules of the International Code of Nomenclature for algae, fungi, and plants (Schenzhen Code Articles H.1, H.2 and H.3). Thus, use the multiplication sign `×` (Unicode `U+00D7`, HTML `&times;`) to identify a hybrid, not `x` or `X`, if possible.","`Coleoptera` (order); `Vespertilionidae` (family); `Manis` (genus); `Ctenomys sociabilis` (genus + specificEpithet); `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet); `Roptrocerus typographi (Györfi, 1952)` (genus + specificEpithet + scientificNameAuthorship); `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell` (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship); `×Agropogon littoralis (Sm.) C. E. Hubb.`; `Mentha ×smithiana R. A. Graham`; `Agrostis stolonifera L. × Polypogon monspeliensis (L.) Desf.`",false,
Taxon,acceptedNameUsage,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/acceptedNameUsage,https://dwc.tdwg.org/terms/#dwc:acceptedNameUsage,"The full name, with authorship and date information if known, of the currently valid (zoological) or accepted (botanical) dwc:Taxon.","The full scientific name, with authorship and date information if known, of the accepted (botanical) or valid (zoological) name in cases where the provided dwc:scientificName is considered by the reference indicated in the dwc:accordingTo property, or of the content provider, to be a synonym or misapplied name. When applied to a dwc:Organism or dwc:Occurrence, this term should be used in cases where a content provider regards the provided dwc:scientificName to be inconsistent with the taxonomic perspective of the content provider. For example, there are many discrepancies within specimen collections and observation datasets between the recorded name (e.g., the most recent identification from an expert who examined a specimen, or a field identification for an observed dwc:Organism), and the name asserted by the content provider to be taxonomically accepted.",`Tamias minimus` (valid name for `Eutamias minimus`),false,
Taxon,parentNameUsage,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/parentNameUsage,https://dwc.tdwg.org/terms/#dwc:parentNameUsage,"The full name, with authorship and date information if known, of the direct, most proximate higher-rank parent dwc:Taxon (in a classification) of the most specific element of the dwc:scientificName.",,`Rubiaceae`; `Gruiformes`; `Testudinae`,false,
Taxon,originalNameUsage,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/originalNameUsage,https://dwc.tdwg.org/terms/#dwc:originalNameUsage,"The taxon name, with authorship and date information if known, as it originally appeared when first established under the rules of the associated dwc:nomenclaturalCode. The basionym (botany) or basonym (bacteriology) of the dwc:scientificName or the senior/earlier homonym for replaced names.","The full scientific name, with authorship and date information if known, of the name usage in which the terminal element of the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode. For example, for names governed by the ICNafp, this term would indicate the basionym of a record representing a subsequent combination. Unlike basionyms, however, this term can apply to scientific names at all ranks.",`Pinus abies`; `Gasterosteus saltatrix Linnaeus 1768`,false,
Taxon,nameAccordingTo,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/nameAccordingTo,https://dwc.tdwg.org/terms/#dwc:nameAccordingTo,"The reference to the source in which the specific taxon concept circumscription is defined or implied - traditionally signified by the Latin ""sensu"" or ""sec."" (from secundum, meaning ""according to""). For taxa that result from identifications, a reference to the keys, monographs, experts and other sources should be given.","This term provides context to the dwc:scientificName. Together with the dwc:scientificName, separated by `sensu` or `sec.`, it forms the taxon concept label, which may be seen as having the same relationship to dwc:taxonConceptID as, for example, dwc:acceptedNameUsage has to dwc:acceptedNameUsageID. When not provided, in Taxon Core data sets the dwc:nameAccordingTo can be taken to be the data set. In this case the data set mostly provides sufficient context to infer the delimitation of the taxon and its relationship with other taxa. In Occurrence Core data sets, when not provided, dwc:nameAccordingTo can be an underlying taxonomy of the data set, e.g. Plants of the World Online (http://powo.science.kew.org/) for vascular plant records in iNaturalist (in which case it should be provided), or, which is the case for most dwc:PreservedSpecimen data sets, the dwc:Identification, in which case there is no further context.","`Franz NM, Cardona-Duque J (2013) Description of two new species and phylogenetic reassessment of Perelleschus Wibmer & O’Brien, 1986 (Coleoptera: Curculionidae), with a complete taxonomic concept history of Perelleschus sec. Franz & Cardona-Duque, 2013. Syst Biodivers. 11: 209–236.` (as the full citation of the Franz & Cardona-Duque (2013) in Perelleschus splendida sec. Franz & Cardona-Duque (2013))",false,
Taxon,namePublishedIn,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/namePublishedIn,https://dwc.tdwg.org/terms/#dwc:namePublishedIn,A reference for the publication in which the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,"A citation of the first publication of the name in its given combination, not the basionym / original name. Recombinations are often not published in zoology, in which case dwc:namePublishedIn should be empty.","`Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388`; `Forel, Auguste, Diagnosies provisoires de quelques espèces nouvelles de fourmis de Madagascar, récoltées par M. Grandidier., Annales de la Societe Entomologique de Belgique, Comptes-rendus des Seances 30, 1886`",false,
Taxon,namePublishedInYear,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/namePublishedInYear,https://dwc.tdwg.org/terms/#dwc:namePublishedInYear,The four-digit year in which the dwc:scientificName was published.,,`1915`; `2008`,false,integer
Taxon,higherClassification,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/higherClassification,https://dwc.tdwg.org/terms/#dwc:higherClassification,A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the referenced dwc:Taxon.,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from the highest taxonomic rank to the lowest.",`Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Ranunculus`; `Animalia`; `Animalia | Chordata | Vertebrata | Mammalia | Theria | Eutheria | Rodentia | Hystricognatha | Hystricognathi | Ctenomyidae | Ctenomyini | Ctenomys`,false,
Taxon,kingdom,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/kingdom,https://dwc.tdwg.org/terms/#dwc:kingdom,The full scientific name of the kingdom in which the dwc:Taxon is classified.,,`Animalia`; `Archaea`; `Bacteria`; `Chromista`; `Fungi`; `Plantae`; `Protozoa`; `Viruses`,false,
Taxon,phylum,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/phylum,https://dwc.tdwg.org/terms/#dwc:phylum,The full scientific name of the phylum or division in which the dwc:Taxon is classified.,,`Chordata` (phylum); `Bryophyta` (division),false,
Taxon,class,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/class,https://dwc.tdwg.org/terms/#dwc:class,The full scientific name of the class in which the dwc:Taxon is classified.,,`Mammalia`; `Hepaticopsida`,false,
